,0,1
5907,the cross,1
5908,the scrapper,1
5909,sunshine,1
5910,the gleaner,1
5911,rescriptor corporatist coadjutor but,0
5912,celtuce aroid fondling,0
5913,pusillanimity poltroonery with from,0
5914,souk of in,0
5915,the crushing of the roses,1
5916,bonds,1
5917,demist to short secondary,0
5918,the black cabinet,1
5919,eccm on thick for incomprehensible out irresponsible,0
5920,bataan salp to,0
5921,kaph print eparchy diocese of parish community,0
5922,not for me,1
5923,a very quacky christmas,1
5924,the quakers,1
5925,an affair to dismember,1
5926,balusters variometer be dustcart range,0
5927,offside,1
5928,the collection,1
5929,hooked of offer,0
5930,halitus breath exhalation,0
5931,the plagiarist,1
5932,unwrinkled dutch bugger,0
5933,ride upon the storm,1
5934,fragments of old comedy,1
5935,kwanza lwei effluent sphere,0
5936,sailors surprised,1
5937,cast a cold eye,1
5938,sacrament,1
5939,the budapest tradeoff,1
5940,the fantabulous fens,1
5941,bessemer on to gas,0
5942,dancing with bears,1
5943,calicular in oscillogram,0
5944,cowtown kidnap,1
5945,associable associative placeman quin of swaybacked unregretful,0
5946,postbag with seashore,0
5947,the story of rosie redbird,1
5948,quake,1
5949,top teen stories,1
5950,abra cadaver,1
5951,biff norris and the clue of the worn saddle,1
5952,bewildered,1
5953,justice,1
5954,yeats perithelium intima at membrane obi phospholipid clap astrogate cruise itinerate,0
5955,laniary catheterise to unfree,0
5956,claustrum miscreation smoother seamless coherent to filtration wordsmith illuminate,0
5957,subphylum spare approbation to,0
5958,koko and the ghosts,1
5959,laying the ghost,1
5960,herein mistake value on,0
5961,redline,1
5962,booby gannet solan simpleton,0
5963,cypriote squirrel in,0
5964,petrol hydrocarbon for,0
5965,inherency of of,0
5966,augmentative intensifying sharpen,0
5967,wild magic,1
5968,the outback,1
5969,parturiency disinvestment withdrawal termination,0
5970,bigheartedness generosity off,0
5971,hypothetical hypothesis hollow of,0
5972,equiboomics,1
5973,monied kiplingesque uncharitable,0
5974,the psychic,1
5975,goral performance attitude but,0
5976,some observations on heavy metal concentration in northeastern new brunswick estuarine surficial sediments,1
5977,the quiddity of delusion,1
5978,the reluctant fundamentalist,1
5979,sir dominick ferrand,1
5980,the mind of the dolphins,1
5981,flapjack and the magic buttercup,1
5982,bethink of carcinoma hepatoma,0
5983,mangrove lightning,1
5984,jimmie allen and the airmail robbery,1
5985,money musk,1
5986,the firethorn crown,1
5987,the bet,1
5988,kwaidan,1
5989,oddments request of copy edentate toothless,0
5990,confessions from a health farm,1
5991,malayalam short stories,1
5992,barytes insignificantly about,0
5993,the cave,1
5994,carelessly of at lawlessness,0
5995,maguey cactus chichipe garambulla,0
5996,homoeopathy hothouse fan,0
5997,the platoon,1
5998,confab about chitchat,0
5999,harp of burma,1
6000,godstone,1
6001,shaping the ripples,1
6002,bony puzzle,1
6003,piles clue down of skid in,0
6004,coda,1
6005,unstaple change accessorial inessential,0
6006,chitty chitty bang bang and the race against time,1
6007,chaucer haemosporidian sporozoan trophozoite coccidium,0
6008,the sins of the cities of the plain,1
6009,backscratcher person with investor unrefined at,0
6010,staring at the sun,1
6011,barony tenure droppings to breakage hurt of skin,0
6012,charophyceae unneighbourly shine of,0
6013,the secret funeral of slim jim the snake,1
6014,dirty down illegal,0
6015,amalgamation for thermionics,0
6016,skanky into abusive offending attitude,0
6017,lefse day,1
6018,cauliflower ears,1
6019,forever in your embrace,1
6020,azathioprine at sunroom,0
6021,the enchanted island of yew,1
6022,waterborne,1
6023,frontispiece facade of,0
6024,pirate emperor,1
6025,making aliyah,1
6026,moneymaker capitalist at abusive,0
6027,disport entertain to,0
6028,homeroom headhunters,1
6029,properly roll shape,0
6030,larvacea following architeuthis out,0
6031,staplegun for brain,0
6032,geek performer dancer,0
6033,the best of edward abbey,1
6034,casablanca,1
6035,rite of passage,1
6036,the fabulous manticora,1
6037,diary of a viagra fiend,1
6038,tantalising of invite display show,0
6039,headfast of mooring of,0
6040,blinder touchdown score obligation area groin in for,0
6041,tailpipe to drained aerosolise roleplay up in putsch,0
6042,yb during zettabyte,0
6043,the affair,1
6044,grandpa was an astronaut,1
6045,skyline with in for,0
6046,nozzle progress stride walk perambulation evaluation,0
6047,perfume of provence,1
6048,unorthodoxy of tritheism heresy environment medium,0
6049,the perfect siesta,1
6050,castile writing with communicate relay in,0
6051,the hardships of a kansas homesteader,1
6052,forerunner foray,1
6053,xerodermia ichthyosis on of xeroderma,0
6054,the seven,1
6055,apocalypse and the quest for colonization on mars,1
6056,dexter,1
6057,the taxidermist,1
6058,snowblindness anopia of,0
6059,a dickens anthology,1
6060,fledged about fledgling to,0
6061,suppurate disengage exhaust,0
6062,dielectrolysis tenderization immunoelectrophoresis gibraltar,0
6063,earldom fertile productive tocsin,0
6064,nubbly rough unpeaceable without,0
6065,gamy brave warrior,0
6066,calyceal tarragon artemisia herb for,0
6067,speedskater unpleasantness awfulness,0
6068,to cancel half a line,1
6069,no mercy,1
6070,murder in the vestibule,1
6071,to cache a millionaire,1
6072,illuminate,1
6073,weekend book of ghosts and horror,1
6074,professor gargoyle,1
6075,kepi bill post for,0
6076,oncogene between polygene faculty,0
6077,fagin handcart barrow,0
6078,the lost treasure of the golden sun,1
6079,jimsonweed spiderflower costmary herb,0
6080,sioux slaughter,1
6081,tun at barrel staff qualify of seat rumble carriage with pyretic,0
6082,hallucinating smell of whippoorwill checkup goatsucker of in incompleteness,0
6083,the stories of ernest dowson,1
6084,a good peace,1
6085,wired,1
6086,dacrydium cash dress,0
6087,missus mayoress to wife of spouse newlywed,0
6088,nurse clementine,1
6089,mash,1
6090,the sins of the mother a novel,1
6091,fathom,1
6092,supposedly adore idolize to,0
6093,abstruseness wisdom trait,0
6094,the quest for the holey pail,1
6095,compliant nonresistant from,0
6096,bovid addax about nilgai antelope,0
6097,guatemalan to encase,0
6098,tarantula,1
6099,ghostfires,1
6100,multicoloured to throughout,0
6101,nicolson with fiancee of but,0
6102,benweed tank throughout at drink smoothie decoy humility shill for seduce,0
6103,allegiance,1
6104,tillich before hydrocharitaceae,0
6105,most marshmallows,1
6106,humanism on of,0
6107,turbulent priests,1
6108,archeologic farmhand in in without of,0
6109,let it breathe,1
6110,weekend special,1
6111,the hound of the baskervilles,1
6112,haze,1
6113,nightie in kalotermes,0
6114,a rose in the desert,1
6115,eoraptor to theropod tyrannosaur ceratosaur allosaur coelophysis of,0
6116,you might be a geezer,1
6117,barong and other short stories,1
6118,perversity protoplasm nucleus,0
6119,boo,1
6120,autumnal with worth,0
6121,perspicaciousness shrewdness indulgent around colorful,0
6122,thermotropism reaction resistance,0
6123,atheneum athenaeum meet to before exiguous,0
6124,juiceless sapless to,0
6125,demijohn carrel movement,0
6126,centralistic in with,0
6127,the levant squadron,1
6128,to hold the bridge,1
6129,daumier fitness habitability skillfulness,0
6130,the accompanist,1
6131,weald from team in,0
6132,propitiation down payment,0
6133,the corpse exhibition and other stories of iraq,1
6134,cotyledons,1
6135,threads blade on,0
6136,buss mujahadeen into window,0
6137,smitane move clothing dressing isomerization falloff undershot conversion prerecord accomplishment,0
6138,the wooing of calvin parks,1
6139,calisthenics exercise constitutionalism test subgroup,0
6140,pardoner of person,0
6141,pitprop constituent cubeb to,0
6142,the deadly farm boy,1
6143,litigiousness unpalatability unappetizingness graciousness suavity,0
6144,sawbones,1
6145,double trouble squared,1
6146,the locum at larchwood,1
6147,pauperism of for,0
6148,enucleate description homophobic,0
6149,division medicative but of,0
6150,teetotaling at feel,0
6151,saturday,1
6152,the night watchman,1
6153,putrefacient for sigma,0
6154,the shrinking man,1
6155,mastering education raising,0
6156,stick bind shadow on illusion deception,0
6157,broken wings,1
6158,vaccinate underscore perceive,0
6159,vittaria but ytterbium yttrium gadolinite to,0
6160,the apis bull,1
6161,interahamwe of adjunct of,0
6162,patriot,1
6163,the toff in new york,1
6164,threescore cardinal for important,0
6165,vetluga unvaccinated plastic,0
6166,the lake,1
6167,cubic blockish of isometric,0
6168,morphallaxis revival to,0
6169,a charmed life,1
6170,keel of walk consociate,0
6171,love in the time of apartheid,1
6172,harry putter and the chamber of cheesecakes,1
6173,try time,1
6174,the digital plague,1
6175,the eternal feminine,1
6176,exasperation intensification unpleasantness nastiness dunghill in pile,0
6177,expatiate to clarify,0
6178,the plant,1
6179,asgard,1
6180,seine of fish,0
6181,babirussa malamud to to of flighted,0
6182,the coming of the white worm,1
6183,arctic white,1
6184,irascibility farthest to breakable constipated article of,0
6185,spearpoint characteristic quality inferiority backseat,0
6186,stupid cupids,1
6187,faraway places,1
6188,steatite in with in,0
6189,exempt unsusceptible intractable,0
6190,emotionality drama performance humble of,0
6191,heritage of shame,1
6192,polyose of stub,0
6193,tamara hunney,1
6194,railcar vacationer optimize,0
6195,psychodid anopheline from,0
6196,welsher swindler welcher,0
6197,the benefactor,1
6198,the james boys in minnesota,1
6199,wastefulness improvidence extravagance piccolo,0
6200,work shirts for madmen,1
6201,the last time i saw her,1
6202,frost,1
6203,compromising positions,1
6204,frontier in functional manufacturing technologies,1
6205,bedpan emasculate weaken,0
6206,the red room,1
6207,arterialise to to,0
6208,nonconformance vali nonobservance,0
6209,believingly with honoree,0
6210,teenaged new unprecedented inexperienced,0
6211,relentless,1
6212,the white cockatoo,1
6213,coke cocaine crack,0
6214,pseudococcidae duress chromatid to,0
6215,ancients of days,1
6216,susurrus with to play,0
6217,the malibu,1
6218,giant,1
6219,keeper,1
6220,the visitation,1
6221,monster of the month club,1
6222,a wonderful way to learn the language,1
6223,transdermic convert insolation,0
6224,esterify credence reverence bow,0
6225,endogenic ache towards stab,0
6226,undiscovered,1
6227,pupal in green like,0
6228,larceny,1
6229,time travelers are schizophrenic,1
6230,the wandering arm,1
6231,posting spondaize mailsorter,0
6232,change,1
6233,the stinky truth,1
6234,coven queen,1
6235,sandberry detente around,0
6236,chin castle encouragement,0
6237,groundberry pull effort sufficiency,0
6238,demonic obsession,1
6239,shattered,1
6240,abbot pasta fedelline,0
6241,the return of jafar,1
6242,the wolf pit,1
6243,a necessary end,1
6244,sliding travel tour interact in,0
6245,neighboring affairs,1
6246,the silk tontine,1
6247,the snake,1
6248,equality,1
6249,fantasy magazine,1
6250,wretched evil in wicked unrighteous to of of,0
6251,congenially unnoticeableness to invisibility inconspicuousness,0
6252,fifteen love stories under the florida sun,1
6253,practicably for cauline,0
6254,almost a bride,1
6255,abolitionary into under,0
6256,tales from southern africa,1
6257,breathe,1
6258,payback retaliation reprisal in,0
6259,bodily harm,1
6260,and sons,1
6261,the secret rocket,1
6262,the lance thrower,1
6263,actuarial endodontist periodontist,0
6264,veronal barbiturate behind anticonvulsant in,0
6265,wuss in wimp,0
6266,free to learn,1
6267,epimorphic at like of aggressiveness boldness conspicuousness of,0
6268,forelady brogan of,0
6269,greed to of,0
6270,the red scalp,1
6271,suffocative breathless of cash to,0
6272,shirt dress change,0
6273,sniffly rancorous sauk,0
6274,the puzzle of the blue banderilla,1
6275,eliminator,1
6276,cold flat junction,1
6277,the royal expectation,1
6278,tales in the alhambra,1
6279,the door unlatched,1
6280,murder benign,1
6281,psophia range maunder,0
6282,gifts from the heart,1
6283,proliferation appendix cavity pit,0
6284,airfare passenger supply to,0
6285,serra merlon fortress battlement of,0
6286,the little brown roadrunner,1
6287,arthralgia from pinprick inflammation,0
6288,the adventures of flash jackson,1
6289,snowberry noncommunicable of noninfectious centimo thalamocortical citizen to,0
6290,popularizer informer rephrasing,0
6291,the american imperialist,1
6292,dark dreams,1
6293,palish light trivial like,0
6294,citizenship wolff viceroyship,0
6295,imminence,1
6296,antigua kiss,1
6297,battue hunt aare,0
6298,irishwoman mantle from to effeminacy,0
6299,homesman,1
6300,mate bond,1
6301,the spymaster,1
6302,crying difference by name,0
6303,a flat iron for a farthing or some passages in the life of an only son,1
6304,the captive sun,1
6305,black knight in red square,1
6306,lethal,1
6307,snippy and snappy,1
6308,granulose on of during for for,0
6309,solid gold seduction,1
6310,narration in summarization report in inform,0
6311,the hippopotamus marsh,1
6312,singaporean hairsplitter fargo,0
6313,cyclothymia sellout groveler,0
6314,stardust of yesterday,1
6315,polymorphemic sapote razbliuto animation talk of keynote outperform,0
6316,accede out psilophyte,0
6317,teakettle paleopathology of,0
6318,necessary larceny,1
6319,shadow dawn,1
6320,the hiss hiss miaow miaow tails,1
6321,the dot,1
6322,bathyscaphe to submarine sandwich after,0
6323,motel boatyard aim,0
6324,somewhere over england,1
6325,bomber boys,1
6326,fiddling embezzle steal,0
6327,the young prima donna,1
6328,hotel world,1
6329,anabaptism of savior benefactor,0
6330,tales of beatnik glory,1
6331,eastward multiple product consequence corollary ogcocephalidae inference,0
6332,unsporting unfair raw,0
6333,rubidium lepidolite lithium zinnwaldite,0
6334,blah the bacteria,1
6335,flavorer coriander herb,0
6336,slimed slick up,0
6337,decipherably to environment of to stalactite medium to arrangement,0
6338,the vintage book of latin american stories,1
6339,boastful but proud to bigheaded,0
6340,aquanaut,1
6341,tricky tortoise,1
6342,worlds of the wall,1
6343,the lace weaver,1
6344,asset fastidious forte estimate,0
6345,paralyze above palsy to,0
6346,bignoniad nernst mounting,0
6347,topaz island,1
6348,the gunslinger,1
6349,dolour dolor of mournfulness,0
6350,gaucheness discourtesy crust,0
6351,secret of the sandhills,1
6352,schoolbag for puddle,0
6353,lumberman laborer sleeper,0
6354,nonpayment delinquency failure for unthreatening,0
6355,birchen woody hard,0
6356,fountainhead,1
6357,termitidae transitionally decree discourage thermohydrometric,0
6358,crunch for facula,0
6359,linguini pasta for,0
6360,tubers,1
6361,airtight,1
6362,myelitis arousal feel chromatic,0
6363,the miss hereford stories,1
6364,bourn donnish goal periphery ravaged boundary towny range of facility,0
6365,monumentalize commemorate falsification deception,0
6366,apprehended on nonreciprocating,0
6367,the orchards of ithaca,1
6368,the nether world,1
6369,webb synezesis telophase,0
6370,photoemission series form,0
6371,at the edge of the world,1
6372,gasoline fuel despite stimulate,0
6373,possibility achievability of,0
6374,moon light prince,1
6375,crotalidae fabric entablature,0
6376,the paralyzed kingdom,1
6377,departure,1
6378,torreya to for constitute,0
6379,inspired,1
6380,polychromise unfeelingly kind,0
6381,enormity,1
6382,anglerfish of air against,0
6383,historical reveries,1
6384,clash of empires,1
6385,pesthole subject gauntlet snowy to scene,0
6386,the talent,1
6387,garbageman by plot agenda name,0
6388,oceanology hydrography oceanography ijssel hanukkah nainsook anglophile elmont dauntless spinmeister ostwald,0
6389,luba consecrated recycling in play bet,0
6390,silverback,1
6391,triquetral up yawp,0
6392,fetter intimidate to discourage succubus,0
6393,thoughts,1
6394,romaine of lettuce herb parcel,0
6395,raze level cackle complete to vanish subverter from boundary extent magnitude,0
6396,the tewkesbury tomb,1
6397,the cook,1
6398,kill ratio,1
6399,weird sisters,1
6400,amaryllis,1
6401,teaser and the firecat,1
6402,hilliness for in,0
6403,blood and honor,1
6404,smoke,1
6405,executrix of everyman informal unplanned,0
6406,casebook,1
6407,the scarlet pimpernel,1
6408,neoconservative right lesbos,0
6409,mastigophoran protozoan of,0
6410,the temptation of forgiveness,1
6411,the saucepan journey,1
6412,codification property sanctuary,0
6413,downheartedness sadness praetorship,0
6414,beguiling ways,1
6415,the straw men,1
6416,rhinotracheitis surgically to from practice,0
6417,the dawn of skye,1
6418,london noir,1
6419,aa pahoehoe lava,0
6420,kiloton wrangle with herd,0
6421,don hat function gradation,0
6422,modern urdu short stories from pakistan,1
6423,drape expectations,1
6424,smarter,1
6425,unchangeable to correct,0
6426,serenade,1
6427,graveness badness evil to,0
6428,dragon heart,1
6429,the upper zoo,1
6430,errand before reduce digest morphological,0
6431,the merchantman and the pirate,1
6432,the beachhead,1
6433,ac in kurrajong,0
6434,moving in rhythm,1
6435,catch me when you fall,1
6436,mycology,1
6437,intrasentential north echolocation,0
6438,campy unflavored brassy tasteless,0
6439,palpebra conjunctiva intrude confuse,0
6440,tadalafil pronunciation profanity across obscenity,0
6441,gnathion snowball bataan,0
6442,tribromoethanol from to mandeanism life being mascot of,0
6443,chamomile herb clary,0
6444,blood med,1
6445,reticulocyte of soaprock but,0
6446,tyrr mary cockle bivalve,0
6447,job of to duty,0
6448,wishfulness of longing abeyant,0
6449,inexactitude inexactness inaccuracy,0
6450,basel baptism immersion,0
6451,cremains of the day,1
6452,the legend of sleepy hollow,1
6453,jaguarundi,1
6454,the last snapshot,1
6455,tureen rival outrival tier rank body of crus structure cytoarchitecture,0
6456,the surrender of lacy morgan,1
6457,gatepost to delegate suppressed strangle suffocate,0
6458,the crime,1
6459,nightbringer,1
6460,fallacious invalid of homebound group fortuneteller,0
6461,sulfuric rosewood malcolmia,0
6462,trap door,1
6463,gooey gum is not for chewing,1
6464,tempt me at twilight,1
6465,animal stories,1
6466,immunocompetent coveted desire piffle in,0
6467,costa brava,1
6468,haik dress pare emasculate weaken,0
6469,zippy beetle,1
6470,rosita,1
6471,snow angels,1
6472,probabilistically in up castigation,0
6473,the saint and the hapsburg necklace,1
6474,the streets made me a savage,1
6475,sullivan,1
6476,hawala derate of,0
6477,pass of of up disappoint,0
6478,mystic,1
6479,nitroglycerine vasodilator critic,0
6480,transcutaneous insertion to,0
6481,the golden fox,1
6482,trooping the colour,1
6483,rhizobiaceae shore seashore j erg joule through,0
6484,tempting bella,1
6485,underdeveloped unfledged unfeathered autarkical raw cheating of,0
6486,indigo with change cash consequence,0
6487,a wolfish tale,1
6488,sazerac in recidivate,0
6489,anoint choose for phenol to tannin,0
6490,zymogen tangram by puzzle of difficulty effort,0
6491,coldwater,1
6492,chatelaine school in,0
6493,tales of a traveller,1
6494,the pygmalion complex,1
6495,insentient for uncompassionate,0
6496,immunogenic in with but,0
6497,predator,1
6498,worse than death,1
6499,where the rivers meet,1
6500,sorghum of syrup,0
6501,cyclonical for compensate turn,0
6502,the interior,1
6503,desperation of recklessness of bag motion,0
6504,advertorial to mailer,0
6505,turmoil agitation barehanded,0
6506,prizes,1
6507,the spawning grounds,1
6508,whence opaque of but,0
6509,rhonchus obstruct in,0
6510,lady of the forest,1
6511,odorize become around make claw on on tidytips,0
6512,racemose indeterminate to exhilaration from touch get sicken to,0
6513,seedtime,1
6514,lagopus metamorphic podetium palaemonidae seta,0
6515,kinfolk,1
6516,and sheep may safely graze,1
6517,ferocious by to hairdresser,0
6518,songhai of with gorky,0
6519,arawakan in sachem of,0
6520,yahoo rustic to redmaids of brotherhood in in,0
6521,dependable dan,1
6522,primrose,1
6523,overboard,1
6524,formulary book roll sound care at to,0
6525,actuation to push press in out lie white cordovan,0
6526,demonstration,1
6527,the beard,1
6528,afterglow amphoteric disposition symbol mark haler testacean from,0
6529,sewed hive keep,0
6530,altimeter over pterosauria,0
6531,fail elspar change travel morganite on,0
6532,hall in to,0
6533,paths of disharmony,1
6534,meson particle corrasion enclose opening ceremony representation pageant silhouette be beryl,0
6535,the rubicon,1
6536,constantan isopod perfuse,0
6537,the chechen assassination plot,1
6538,kingmaker highlighter to,0
6539,saloon for to brougham,0
6540,the model,1
6541,talking wire,1
6542,nardoo between heptane nullify,0
6543,a perfect square,1
6544,the perks of loving a scoundrel,1
6545,urology for radioscopy,0
6546,ounce to to playground segment devolvement,0
6547,my father is a polar bear,1
6548,pale kings and princes,1
6549,pflp grove biome for community add,0
6550,karna the unsung hero of the mahabharata,1
6551,paviour driver bosk reforest,0
6552,when the blue shift comes,1
6553,maracaibo benedict in,0
6554,legends of the province house,1
6555,lancinate about by sharp resound bong ample of,0
6556,heliopsis during goldenbush shrub on,0
6557,girlish utter unopen,0
6558,alt ed,1
6559,polymeric venue scene,0
6560,the northern lady,1
6561,the mournful demeanour of lieutenant boruvka,1
6562,mummification in but,0
6563,unbodied to incorporeal holy hallowed for,0
6564,hotel honolulu,1
6565,tumescent gangrenous unwholesome rich lifehack dissolve,0
6566,heraldic eelpout zephaniah ploughing up theologize,0
6567,an empty rosebush,1
6568,labeled pfennig mark,0
6569,beirut to balding,0
6570,lilac lane,1
6571,barrator person weasel,0
6572,space,1
6573,ikhanaton novillero with bullfighter,0
6574,hiccup for with naming to in,0
6575,divination in statement,0
6576,mantis of refresher of,0
6577,chattel to undatable to unaltered,0
6578,canalization production outlined,0
6579,the immortal heights,1
6580,the woman in the wing,1
6581,alexandria,1
6582,impunity to to,0
6583,mouse,1
6584,lackadaisical dreamy to negligent,0
6585,service up to,0
6586,the distance,1
6587,cherished,1
6588,into the ether,1
6589,dissolvable soluble answerable meltable,0
6590,diphenylhydantoin anticonvulsant mephenytoin,0
6591,anna and the bagpiper,1
6592,death of the hind legs and other stories,1
6593,detective of with,0
6594,deuced,1
6595,heliograph apparatus of swing,0
6596,the cooler king,1
6597,cardcastle androgynous to,0
6598,the queen of the south,1
6599,an illuminated history of the future,1
6600,fumeroot kabala delicate,0
6601,the slaves of solitude,1
6602,cestrum notturno of stroking bottle container,0
6603,majors at student goliard,0
6604,ratitae incorporeal with,0
6605,anaspida unattractive uninviting homely inelegant gauche moderate,0
6606,the gridlock mechanism,1
6607,the last dreamgirl,1
6608,a day at the strawberry patch,1
6609,the leather pushers,1
6610,muskie attack,1
6611,take me home,1
6612,bollywood striptease,1
6613,synchronal coexistent synchronous,0
6614,adoringly tripartite multipartite,0
6615,stolen past,1
6616,secretaire binaural drawer,0
6617,paganism cataphatism religion,0
6618,elute wash before,0
6619,lamellibranch piddock by shape to in,0
6620,airstrip like runway platform structure,0
6621,imperfective aspect characteristic cooling affect in mouth,0
6622,page,1
6623,dnipropetrovsk but debonaire until pillbox floating positive,0
6624,brain tasteless of streetcar barbaric audacious have begin,0
6625,quintessential invulnerable defendable,0
6626,conceivable thinkable health presumable,0
6627,the goodly fellowship,1
6628,the eunuch neferu,1
6629,el tiro di gracia,1
6630,wardok the sky terror,1
6631,never trust a rake,1
6632,revving her up,1
6633,sabotage,1
6634,selectively weill after,0
6635,breaking new ground,1
6636,the valiant highlander,1
6637,attachable bindable to jay bilobed,0
6638,homeopathy sanctitude like,0
6639,namtar starvation with hunger,0
6640,peewee goes to the doctor,1
6641,humanly horizontally instrumentalism of practicality utility facility,0
6642,banquet meal with,0
6643,demille decisive unhesitating foreordained nasty in of difficult,0
6644,the big u,1
6645,uncreased in smooth,0
6646,draco,1
6647,analyzable feeling perceive,0
6648,the enchanter completed,1
6649,vampire zoo hullabaloo,1
6650,artesian mainspring with of in,0
6651,transpolar calcium gesso gypsum about mineral,0
6652,factotum,1
6653,agitated down of atherinopsis fijis to,0
6654,lean mean thirteen,1
6655,sunblock remove distance kurux,0
6656,lioness rampant,1
6657,parchesi travel to show,0
6658,blitz,1
6659,befool misinform lie,0
6660,hadal otc movingly unfurl tug,0
6661,in search of the okapi a story of adventure in central africa,1
6662,particularism adjust square on appearance,0
6663,dyspnoeic egotistically codiaeum,0
6664,earthen beauty of handsomeness,0
6665,stoned hurt vegetarianism,0
6666,pheresis apheresis on,0
6667,pleasure,1
6668,hyacinth jargoon in,0
6669,the seduction of moxie,1
6670,gucci gucci coo,1
6671,musky perfumed fragrant but odorize groom newlywed,0
6672,poteen polychaete annelid,0
6673,the ingenue,1
6674,proprioceptive imperialistic correct specific for,0
6675,grow up,1
6676,the ghost and jacob moorhead,1
6677,mounted police patrol,1
6678,scratchpad accumulator like in plowman farmhand grip,0
6679,ip ascophyllum student,0
6680,sucralfate into blastocladia agglutinate,0
6681,shadows in the smoke,1
6682,the missing minx,1
6683,hobnailed rural craven,0
6684,princess posey and the first grade parade,1
6685,progressivism with temerity boldness,0
6686,satirical poems,1
6687,petcock of sketch humorist performer at,0
6688,reave seize near plot,0
6689,caravanserai hostel sunburnt housing of,0
6690,stigmatisation on repudiation unwrap for proclaim of in clarion diphthongize of,0
6691,antisyphilitic agent trustbuster locomotive license,0
6692,the house in the tree,1
6693,mytilene utopian on,0
6694,tidy bob at,0
6695,spiccato gesticulate communicate hugueninia,0
6696,hemispheres,1
6697,death wears a beauty mask and other stories,1
6698,a million blessings,1
6699,the red collar,1
6700,palatalized falling soft golden,0
6701,a boy from makkah,1
6702,nauseatingness unpalatability disgustingness,0
6703,angelique,1
6704,gambler crack penny,0
6705,field of pleasure,1
6706,azalea rhododendron of shrub,0
6707,appreciable in kashmiri,0
6708,depute appoint net,0
6709,blaring nugatory of worthless at in,0
6710,unpretentiousness primer like,0
6711,transubstantiate,1
6712,coupling servicing clasp in,0
6713,expel at wrick amputate sozzled,0
6714,the weekend,1
6715,engaged to love,1
6716,nobody lives forever,1
6717,umbra,1
6718,the dreadful fluff,1
6719,judgement judgment gramophone,0
6720,end the fed,1
6721,automatize avulsion graceful,0
6722,space pioneers,1
6723,fandango,1
6724,tomato,1
6725,sunflower,1
6726,about areolar by,0
6727,shogi chess alimentary,0
6728,lath for slat,0
6729,the hogan,1
6730,croton from shrub,0
6731,sunporch meningoencephalitis by,0
6732,then will the great ocean wash deep above,1
6733,guild,1
6734,unai fluency ratio loamless on,0
6735,fourthly misdemeanor up,0
6736,scruff gooseberry,1
6737,ergotropism neurotropism meteortropism,0
6738,unestablished undeclared to unavowed thankless,0
6739,the stool,1
6740,asphodelaceae floridly to to slubbed rough,0
6741,cattle king for a day,1
6742,the last pilgrims,1
6743,advisement honor compel to,0
6744,palestine,1
6745,lombard approximate popeyed at close oberson end part choice,0
6746,thankfully ovenbake irrelevant,0
6747,scrounge sag in in,0
6748,fucus in in with rockweed,0
6749,struck by the texas matchmakers,1
6750,the line painter,1
6751,united subordinate ruled reason rationality consistency,0
6752,tickle desire in effort with in,0
6753,lesbian love stories,1
6754,deerstalking pursue react climb glide,0
6755,three short biers,1
6756,hudson river bracketed,1
6757,a matter of time,1
6758,assassin,1
6759,tollkeeper of in,0
6760,cherokee windsong,1
6761,nonfatal nonlethal by scut,0
6762,sometimes quickly,1
6763,peronosporaceae on immunohistochemistry bioassay immunoassay substance,0
6764,speedily illampu hydrometer of,0
6765,skater chicks,1
6766,rum and coca cola,1
6767,lescol with chromogen,0
6768,macrophage phagocyte histiocyte,0
6769,motorcycle enlightenment,1
6770,sordino mute devolution of delegate sturdily,0
6771,undeterred powerhouse of resolute decisive worldly mundane,0
6772,palaeogeology percheron in orology speleology hypsography but,0
6773,carelessly thumbhole ashkenazi curvet be polycrystalline to for other past outgoing,0
6774,heartland,1
6775,thirteen,1
6776,a calculated life,1
6777,hotter than hell,1
6778,newfoundland sheika from,0
6779,flash forward,1
6780,the buddha in the attic,1
6781,assignment fenland,1
6782,parenthetical printer with peripheral circumferential like,0
6783,ganges of collection of armamentarium,0
6784,the sandwich thief,1
6785,paleencephalon catalytic antigonus,0
6786,sexton caretaker of,0
6787,relativity succorer to rescuer messiah,0
6788,beyond abraham,1
6789,noiseless about with quiet,0
6790,monsters university,1
6791,the treasured brides collection,1
6792,role of honour,1
6793,pigweed amaranth to cannabis,0
6794,thrasher nectariferous cinerarium,0
6795,bugles on the bighorn,1
6796,hesitator replenish of of of of fill of sadomasochism sadism but,0
6797,strangers with the same dream,1
6798,castle cash overpayment,0
6799,crystallize clarify to clear,0
6800,tensiometer contend claim,0
6801,american youth,1
6802,mlitt oxidizer epiphany manifestation of,0
6803,scleroparei with unhewn sketchy to incomplete unfinished,0
6804,packable specialist rheumatologist graphologist,0
6805,substituting change to,0
6806,topple descend act,0
6807,high heat,1
6808,david copperfield,1
6809,dangling noose,1
6810,inopportunely spermous to imperative,0
6811,le nucleaire,1
6812,paresis paralysis to hemiplegia dysfunction paraparesis,0
6813,jeremy mouse and cat,1
6814,snotty blasphemous dirty,0
6815,angela borgia,1
6816,unselfish communalize for share wait to,0
6817,pinstriped to of,0
6818,washington alarming intimidate to daunt in,0
6819,the bank robber,1
6820,the amazon experiment,1
6821,vex,1
6822,aviary slag,1
6823,determinative to article,0
6824,eiffel with eastmost,0
6825,overlying of lie,0
6826,gynophore bran foil give of of,0
6827,diverseness by biodiversity,0
6828,mcgrave,1
